Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IDA","IDACORP INC","Utilities","Equity","4,563,166.16","0.01","4,563,166.16","38,612.00","118.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","4,556,784.39","0.01","4,556,784.39","99,039.00","46.01","United States","NASDAQ","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","4,559,118.33","0.01","4,559,118.33","89,237.00","51.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","4,550,647.86","0.01","4,550,647.86","87,462.00","52.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,533,470.93","0.01","4,533,470.93","26,029.00","174.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","4,517,579.36","0.01","4,517,579.36","47,876.00","94.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,509,699.23","0.01","4,509,699.23","27,463.00","164.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","4,501,556.29","0.01","4,501,556.29","27,707.00","162.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","4,503,547.36","0.01","4,503,547.36","14,192.00","317.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","4,474,414.48","0.01","4,474,414.48","54,646.00","81.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","4,469,535.98","0.01","4,469,535.98","79,219.00","56.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","4,463,938.78","0.01","4,463,938.78","156,191.00","28.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","4,455,876.11","0.01","4,455,876.11","84,089.00","52.99","United States","NASDAQ","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,412,149.83","0.01","4,412,149.83","84,089.00","52.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,345,201.87","0.01","4,345,201.87","74,647.00","58.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","4,320,527.17","0.01","4,320,527.17","46,663.00","92.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","4,287,222.69","0.01","4,287,222.69","41,259.00","103.91","United States","NASDAQ","USD","1.00","USD","-"
