Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","4,280,452.32","0.01","4,280,452.32","38,273.00","111.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","4,263,883.12","0.01","4,263,883.12","116,627.00","36.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","4,252,011.61","0.01","4,252,011.61","124,729.00","34.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","4,255,047.18","0.01","4,255,047.18","156,034.00","27.27","United States","NASDAQ","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","4,244,121.50","0.01","4,244,121.50","276,490.00","15.35","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","4,238,925.35","0.01","4,238,925.35","34,595.00","122.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,239,036.75","0.01","4,239,036.75","151,665.00","27.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFLT","CONFLUENT INC CLASS A","Information Technology","Equity","4,213,092.44","0.01","4,213,092.44","182,543.00","23.08","United States","NASDAQ","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","4,197,847.80","0.01","4,197,847.80","371,820.00","11.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","4,189,415.53","0.01","4,189,415.53","46,297.00","90.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","4,183,436.18","0.01","4,183,436.18","25,487.00","164.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","4,176,876.72","0.01","4,176,876.72","322,788.00","12.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","4,149,055.68","0.01","4,149,055.68","21,238.00","195.36","United States","NASDAQ","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","4,150,879.20","0.01","4,150,879.20","37,804.00","109.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,152,079.36","0.01","4,152,079.36","124,762.00","33.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","4,103,251.68","0.01","4,103,251.68","89,826.00","45.68","United States","NASDAQ","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","4,093,808.18","0.01","4,093,808.18","72,611.00","56.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INC","Information Technology","Equity","4,080,924.40","0.01","4,080,924.40","47,786.00","85.40","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","4,072,705.00","0.01","4,072,705.00","44,755.00","91.00","United States","NASDAQ","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,058,600.01","0.01","4,058,600.01","73,833.00","54.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","4,054,494.96","0.01","4,054,494.96","112,344.00","36.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","4,055,106.77","0.01","4,055,106.77","35,167.00","115.31","United States","NASDAQ","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,952,157.75","0.01","3,952,157.75","29,395.00","134.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","3,936,008.00","0.01","3,936,008.00","266,848.00","14.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","3,911,654.40","0.01","3,911,654.40","29,760.00","131.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","3,913,150.86","0.01","3,913,150.86","39,206.00","99.81","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","3,879,586.34","0.01","3,879,586.34","33,029.00","117.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,868,480.14","0.01","3,868,480.14","37,878.00","102.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","3,831,183.36","0.01","3,831,183.36","124,713.00","30.72","United States","NASDAQ","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","3,779,290.93","0.01","3,779,290.93","21,317.00","177.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","3,746,482.80","0.01","3,746,482.80","85,070.00","44.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,743,221.32","0.01","3,743,221.32","95,393.00","39.24","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","3,745,110.88","0.01","3,745,110.88","111,928.00","33.46","United States","NASDAQ","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","3,741,063.04","0.01","3,741,063.04","21,934.00","170.56","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","3,737,361.50","0.01","3,737,361.50","77,059.00","48.50","United States","NASDAQ","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","3,728,070.54","0.01","3,728,070.54","256,401.00","14.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","3,718,135.37","0.01","3,718,135.37","92,791.00","40.07","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","3,715,827.75","0.01","3,715,827.75","49,275.00","75.41","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","3,701,315.41","0.01","3,701,315.41","135,629.00","27.29","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","3,690,989.32","0.01","3,690,989.32","263,266.00","14.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","3,675,945.42","0.01","3,675,945.42","40,302.00","91.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,672,543.60","0.01","3,672,543.60","168,620.00","21.78","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","3,656,343.46","0.01","3,656,343.46","171,017.00","21.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","3,630,231.73","0.01","3,630,231.73","17,387.00","208.79","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","3,581,148.48","0.01","3,581,148.48","163,972.00","21.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","3,571,078.48","0.01","3,571,078.48","149,668.00","23.86","United States","NASDAQ","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","3,561,583.30","0.01","3,561,583.30","114,410.00","31.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,563,042.76","0.01","3,563,042.76","25,836.00","137.91","United States","NASDAQ","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","3,557,872.12","0.01","3,557,872.12","289,729.00","12.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","3,529,284.56","0.01","3,529,284.56","89,758.00","39.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","3,518,884.26","0.01","3,518,884.26","16,803.00","209.42","United States","NASDAQ","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","3,510,095.40","0.01","3,510,095.40","84,276.00","41.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","3,494,943.10","0.01","3,494,943.10","309,287.00","11.30","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,488,832.19","0.01","3,488,832.19","155,821.00","22.39","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","3,491,317.32","0.01","3,491,317.32","78,882.00","44.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","3,474,695.90","0.01","3,474,695.90","199,810.00","17.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","3,469,570.06","0.01","3,469,570.06","74,743.00","46.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","3,465,398.16","0.01","3,465,398.16","206,766.00","16.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","3,451,448.88","0.01","3,451,448.88","31,887.00","108.24","United States","NASDAQ","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","3,444,905.20","0.01","3,444,905.20","93,005.00","37.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,434,110.80","0.01","3,434,110.80","45,715.00","75.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","3,429,831.60","0.01","3,429,831.60","62,270.00","55.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,417,587.69","0.01","3,417,587.69","76,439.00","44.71","United States","NASDAQ","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","3,402,396.90","0.01","3,402,396.90","120,014.00","28.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,401,290.20","0.01","3,401,290.20","18,627.00","182.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","3,374,700.76","0.01","3,374,700.76","104,029.00","32.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","3,363,900.00","0.01","3,363,900.00","44,852.00","75.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","3,365,271.36","0.01","3,365,271.36","35,409.00","95.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","3,359,470.30","0.01","3,359,470.30","48,199.00","69.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,331,244.35","0.01","3,331,244.35","1,865.00","1,786.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","3,319,091.42","0.01","3,319,091.42","39,131.00","84.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,316,490.14","0.01","3,316,490.14","72,746.00","45.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","3,292,812.50","0.01","3,292,812.50","256,250.00","12.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","3,237,443.62","0.01","3,237,443.62","60,649.00","53.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","3,227,346.00","0.01","3,227,346.00","83,610.00","38.60","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","3,212,294.40","0.01","3,212,294.40","74,016.00","43.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","3,208,201.20","0.01","3,208,201.20","94,470.00","33.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPR","SPIRIT AEROSYSTEMS INC CLASS A","Industrials","Equity","3,209,013.43","0.01","3,209,013.43","84,917.00","37.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,190,262.84","0.01","3,190,262.84","62,974.00","50.66","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","3,191,556.64","0.01","3,191,556.64","33,104.00","96.41","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,175,387.11","0.01","3,175,387.11","13,951.00","227.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","3,141,061.80","0.01","3,141,061.80","4,938.00","636.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","3,121,169.52","0.01","3,121,169.52","36,841.00","84.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCCS","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","3,070,047.12","0.01","3,070,047.12","350,462.00","8.76","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,071,674.90","0.01","3,071,674.90","37,597.00","81.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,039,065.97","0.01","3,039,065.97","103,687.00","29.31","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","3,037,169.22","0.01","3,037,169.22","38,631.00","78.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","2,985,508.75","0.01","2,985,508.75","21,595.00","138.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","2,969,445.36","0.01","2,969,445.36","69,412.00","42.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","2,962,389.40","0.01","2,962,389.40","110,290.00","26.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,958,369.48","0.01","2,958,369.48","79,398.00","37.26","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","2,953,338.39","0.01","2,953,338.39","30,207.00","97.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,932,040.34","0.01","2,932,040.34","53,059.00","55.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","2,887,418.60","0.01","2,887,418.60","45,364.00","63.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","2,851,650.30","0.01","2,851,650.30","98,265.00","29.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,802,828.15","0.01","2,802,828.15","34,185.00","81.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,759,619.10","0.01","2,759,619.10","83,879.00","32.90","United States","NASDAQ","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,735,921.76","0.01","2,735,921.76","83,184.00","32.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","2,712,052.80","0.01","2,712,052.80","33,732.00","80.40","United States","NASDAQ","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","2,701,147.62","0.01","2,701,147.62","73,182.00","36.91","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","2,685,191.75","0.01","2,685,191.75","98,975.00","27.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","2,660,812.00","0.01","2,660,812.00","30,800.00","86.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","2,637,143.76","0.01","2,637,143.76","20,778.00","126.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","2,622,268.16","0.01","2,622,268.16","110,272.00","23.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","2,607,602.13","0.01","2,607,602.13","13,751.00","189.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","2,595,906.80","0.01","2,595,906.80","93,110.00","27.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","2,568,146.73","0.01","2,568,146.73","149,921.00","17.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","2,548,414.44","0.01","2,548,414.44","66,004.00","38.61","United States","NASDAQ","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,509,858.80","0.01","2,509,858.80","42,468.00","59.10","United States","NASDAQ","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,480,743.07","0.01","2,480,743.07","61,087.00","40.61","United States","NASDAQ","USD","1.00","USD","-"
"LLYVK","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","2,428,006.56","0.01","2,428,006.56","33,416.00","72.66","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","2,391,267.40","0.01","2,391,267.40","49,102.00","48.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","2,385,942.90","0.01","2,385,942.90","52,266.00","45.65","United States","NASDAQ","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","2,382,134.96","0.01","2,382,134.96","46,309.00","51.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","2,367,800.10","0.01","2,367,800.10","78,534.00","30.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","2,351,797.61","0.01","2,351,797.61","144,017.00","16.33","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","2,334,914.76","0.01","2,334,914.76","195,554.00","11.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,299,912.75","0.01","2,299,912.75","89,317.00","25.75","United States","NASDAQ","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,278,121.12","0.01","2,278,121.12","111,892.00","20.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","2,273,410.00","0.01","2,273,410.00","133,730.00","17.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,232,891.73","0.01","2,232,891.73","269,999.00","8.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","2,230,719.44","0.01","2,230,719.44","34,036.00","65.54","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","2,214,867.72","0.01","2,214,867.72","119,982.00","18.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","2,203,562.15","0.01","2,203,562.15","62,905.00","35.03","United States","NASDAQ","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,196,875.45","0.01","2,196,875.45","92,035.00","23.87","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","2,181,097.38","0.01","2,181,097.38","33,077.00","65.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","2,168,331.03","0.01","2,168,331.03","37,469.00","57.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMED","AMEDISYS INC","Health Care","Equity","2,154,607.84","0.01","2,154,607.84","22,936.00","93.94","United States","NASDAQ","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","2,150,494.08","0.01","2,150,494.08","4,452.00","483.04","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,144,186.88","0.01","2,144,186.88","76,143.00","28.16","United States","NASDAQ","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","2,126,330.50","0.01","2,126,330.50","360,395.00","5.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAP","ADVANCE AUTO PARTS INC","Consumer Discretionary","Equity","2,111,977.92","0.01","2,111,977.92","43,672.00","48.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","2,087,631.22","0.01","2,087,631.22","12,862.00","162.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","2,081,704.84","0.01","2,081,704.84","81,412.00","25.57","United States","NASDAQ","USD","1.00","USD","-"
"CIVI","CIVITAS RESOURCES INC","Energy","Equity","2,053,490.40","0.01","2,053,490.40","72,306.00","28.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,988,171.46","0.01","1,988,171.46","128,601.00","15.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,983,955.77","0.01","1,983,955.77","81,343.00","24.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNB","DUN BRADST HLDG INC","Industrials","Equity","1,977,075.76","0.01","1,977,075.76","219,188.00","9.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","1,967,185.40","0.00","1,967,185.40","44,780.00","43.93","United States","NASDAQ","USD","1.00","USD","-"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,954,109.85","0.00","1,954,109.85","423,885.00","4.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,940,653.51","0.00","1,940,653.51","31,861.00","60.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","1,941,388.02","0.00","1,941,388.02","10,543.00","184.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","1,917,458.48","0.00","1,917,458.48","52,808.00","36.31","United States","NASDAQ","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","1,897,253.55","0.00","1,897,253.55","35,037.00","54.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","1,892,972.48","0.00","1,892,972.48","62,024.00","30.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","1,888,052.80","0.00","1,888,052.80","32,870.00","57.44","United States","NASDAQ","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","1,876,768.40","0.00","1,876,768.40","201,370.00","9.32","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","1,878,644.25","0.00","1,878,644.25","95,025.00","19.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,853,691.68","0.00","1,853,691.68","36,404.00","50.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,849,395.56","0.00","1,849,395.56","198,433.00","9.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,824,925.68","0.00","1,824,925.68","191,292.00","9.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","1,821,758.75","0.00","1,821,758.75","60,025.00","30.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","1,758,472.62","0.00","1,758,472.62","25,986.00","67.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","1,726,263.72","0.00","1,726,263.72","716,292.00","2.41","United States","NASDAQ","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","1,714,501.48","0.00","1,714,501.48","113,468.00","15.11","United States","NASDAQ","USD","1.00","USD","-"
"PINC","PREMIER INC CLASS A","Health Care","Equity","1,710,506.99","0.00","1,710,506.99","74,467.00","22.97","United States","NASDAQ","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,695,874.76","0.00","1,695,874.76","49,558.00","34.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","1,688,751.77","0.00","1,688,751.77","23,609.00","71.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","1,674,051.06","0.00","1,674,051.06","83,162.00","20.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
